"accountId","productId","interactionYearMonth","Actual_Segment","Potential_Segment","AP_9_segment_label","AP_priority_segment","accountUid"
2102,1016,202301,"low","low","low_low","E","0015f00000TdAVLAA3"
2206,1016,202301,"low","low","low_low","E","0015f00000TdDtKAAV"
2486,1016,202301,"low","low","low_low","E","0015f00000TdPzLAAV"
2607,1016,202301,"low","low","low_low","E","0015f00000TdUYmAAN"
2661,1016,202301,"low","low","low_low","E","0015f00000TdX18AAF"
2725,1016,202301,"low","low","low_low","E","0015f00000Tda98AAB"
2774,1016,202301,"low","low","low_low","E","0015f00000TddZOAAZ"
2781,1016,202301,"low","low","low_low","E","0015f00000TdeGkAAJ"
2841,1016,202301,"low","low","low_low","E","0015f00000TdhN2AAJ"
3913,1016,202301,"low","medium","low_medium","D","0015f00000UYN71AAH"
3960,1016,202301,"low","medium","low_medium","D","0015f00000UYWq9AAH"
4030,1016,202301,"low","medium","low_medium","D","0015f00000UYkIDAA1"
4088,1016,202301,"low","low","low_low","E","0015f00000UYtyMAAT"
4107,1016,202301,"low","low","low_low","E","0015f00000UYumDAAT"
4183,1016,202301,"low","low","low_low","E","0015f00000UYzg1AAD"
4194,1016,202301,"low","high","low_high","C","0015f00000UZ0EQAA1"
4343,1016,202301,"low","low","low_low","E","0015f00000UZ7aiAAD"
4443,1016,202301,"low","low","low_low","E","0015f00000UZCDFAA5"
4565,1016,202301,"low","low","low_low","E","0015f00000UZGrQAAX"
4789,1016,202301,"low","low","low_low","E","0015f00000UZMtzAAH"
4840,1016,202301,"low","low","low_low","E","0015f00000UZOJ6AAP"
4868,1016,202301,"low","low","low_low","E","0015f00000UZOmOAAX"
5080,1016,202301,"low","low","low_low","E","0015f00000UZU7gAAH"
5127,1016,202301,"low","low","low_low","E","0015f00000UZV51AAH"
5184,1016,202301,"low","low","low_low","E","0015f00000UZX13AAH"
5328,1016,202301,"low","low","low_low","E","0015f00000UZacXAAT"
5331,1016,202301,"low","low","low_low","E","0015f00000UZaipAAD"
5336,1016,202301,"low","low","low_low","E","0015f00000UZaq1AAD"
5378,1016,202301,"low","low","low_low","E","0015f00000UZcJFAA1"
5641,1016,202301,"low","medium","low_medium","D","0015f00000UZkn5AAD"
5845,1016,202301,"low","medium","low_medium","D","0015f00000Ua12fAAB"
5862,1016,202301,"medium","medium","medium_medium","C","0015f00000Ua5SyAAJ"
5868,1016,202301,"low","low","low_low","E","0015f00000Ua66cAAB"
5878,1016,202301,"low","medium","low_medium","D","0015f00000Ua75QAAR"
5918,1016,202301,"medium","medium","medium_medium","C","0015f00000UaD6qAAF"
5941,1016,202301,"low","medium","low_medium","D","0015f00000UaGEQAA3"
6028,1016,202301,"low","medium","low_medium","D","0015f00000UaTOEAA3"
6040,1016,202301,"low","medium","low_medium","D","0015f00000UaVDXAA3"
6046,1016,202301,"medium","low","medium_low","D","0015f00000UaWHIAA3"
6073,1016,202301,"low","medium","low_medium","D","0015f00000UaZtDAAV"
6075,1016,202301,"low","medium","low_medium","D","0015f00000Uaa0vAAB"
6113,1016,202301,"high","medium","high_medium","B","0015f00000UafHIAAZ"
6161,1016,202301,"low","medium","low_medium","D","0015f00000UalJdAAJ"
6231,1016,202301,"low","medium","low_medium","D","0015f00000UauPTAAZ"
6290,1016,202301,"low","high","low_high","C","0015f00000Ub2yvAAB"
6320,1016,202301,"low","medium","low_medium","D","0015f00000Ub6ioAAB"
6337,1016,202301,"medium","low","medium_low","D","0015f00000Ub7l2AAB"
6354,1016,202301,"high","medium","high_medium","B","0015f00000Ub9X9AAJ"
6394,1016,202301,"low","high","low_high","C","0015f00000UbFKGAA3"
6483,1016,202301,"low","high","low_high","C","0015f00000UbNpsAAF"
6571,1016,202301,"low","medium","low_medium","D","0015f00000UbZ8aAAF"
6582,1016,202301,"low","high","low_high","C","0015f00000UbaM4AAJ"
6619,1016,202301,"low","low","low_low","E","0015f00000UbgZIAAZ"
6625,1016,202301,"low","medium","low_medium","D","0015f00000Ubh0xAAB"
6678,1016,202301,"high","medium","high_medium","B","0015f00000UbocnAAB"
6708,1016,202301,"low","high","low_high","C","0015f00000UbsRGAAZ"
6723,1016,202301,"low","medium","low_medium","D","0015f00000UbuIFAAZ"
6850,1016,202301,"medium","low","medium_low","D","0015f00000Uc9ekAAB"
6888,1016,202301,"low","medium","low_medium","D","0015f00000UcEyfAAF"
6932,1016,202301,"low","medium","low_medium","D","0015f00000UcK17AAF"
6977,1016,202301,"low","medium","low_medium","D","0015f00000UcQ9DAAV"
6993,1016,202301,"low","medium","low_medium","D","0015f00000UcRnVAAV"
7019,1016,202301,"low","low","low_low","E","0015f00000UcWjCAAV"
7045,1016,202301,"low","low","low_low","E","0015f00000UcZ8NAAV"
7074,1016,202301,"low","medium","low_medium","D","0015f00000UccgJAAR"
7079,1016,202301,"low","medium","low_medium","D","0015f00000UcdFMAAZ"
7130,1016,202301,"low","high","low_high","C","0015f00000UcijkAAB"
7243,1016,202301,"low","medium","low_medium","D","0015f00000Ucz0aAAB"
7258,1016,202301,"low","medium","low_medium","D","0015f00000Ud1I7AAJ"
7448,1016,202301,"low","high","low_high","C","0015f00000UdP4UAAV"
7468,1016,202301,"low","low","low_low","E","0015f00000UdRUeAAN"
7483,1016,202301,"low","medium","low_medium","D","0015f00000UdU6EAAV"
7585,1016,202301,"low","high","low_high","C","0015f00000UdgaPAAR"
7591,1016,202301,"medium","low","medium_low","D","0015f00000Udh6oAAB"
7654,1016,202301,"medium","medium","medium_medium","C","0015f00000UdpBWAAZ"
7709,1016,202301,"medium","high","medium_high","B","0015f00000UdvROAAZ"
7724,1016,202301,"low","medium","low_medium","D","0015f00000UdwykAAB"
7793,1016,202301,"low","high","low_high","C","0015f00000Ue6yhAAB"
7799,1016,202301,"medium","medium","medium_medium","C","0015f00000Ue7jzAAB"
7855,1016,202301,"low","medium","low_medium","D","0015f00000UeCtMAAV"
7920,1016,202301,"low","medium","low_medium","D","0015f00000UeKR5AAN"
7937,1016,202301,"low","medium","low_medium","D","0015f00000UeMD3AAN"
7977,1016,202301,"medium","low","medium_low","D","0015f00000UeRmuAAF"
8095,1016,202301,"low","high","low_high","C","0015f00000UegmBAAR"
8113,1016,202301,"medium","medium","medium_medium","C","0015f00000Uejs1AAB"
8125,1016,202301,"low","medium","low_medium","D","0015f00000UelqcAAB"
8171,1016,202301,"low","medium","low_medium","D","0015f00000Uer5PAAR"
8190,1016,202301,"medium","medium","medium_medium","C","0015f00000UetDAAAZ"
8236,1016,202301,"low","low","low_low","E","0015f00000UeyiJAAR"
8279,1016,202301,"low","high","low_high","C","0015f00000Uf4MaAAJ"
8290,1016,202301,"medium","low","medium_low","D","0015f00000Uf5oMAAR"
8361,1016,202301,"low","medium","low_medium","D","0015f00000UfF25AAF"
8376,1016,202301,"low","medium","low_medium","D","0015f00000UfH8SAAV"
8391,1016,202301,"low","high","low_high","C","0015f00000UfJzqAAF"
8400,1016,202301,"low","medium","low_medium","D","0015f00000UfLVEAA3"
8442,1016,202301,"medium","medium","medium_medium","C","0015f00000UfRL5AAN"
8445,1016,202301,"low","medium","low_medium","D","0015f00000UfRXvAAN"
8469,1016,202301,"low","medium","low_medium","D","0015f00000UfUnIAAV"
8510,1016,202301,"low","medium","low_medium","D","0015f00000Ufc3cAAB"
8511,1016,202301,"low","medium","low_medium","D","0015f00000UfcMWAAZ"
8531,1016,202301,"medium","medium","medium_medium","C","0015f00000UffBiAAJ"
8546,1016,202301,"low","medium","low_medium","D","0015f00000UfhlZAAR"
8674,1016,202301,"low","medium","low_medium","D","0015f00000Ufx3hAAB"
8703,1016,202301,"low","low","low_low","E","0015f00000Ug0BrAAJ"
8764,1016,202301,"low","medium","low_medium","D","0015f00000Ug7ziAAB"
9275,1016,202301,"low","medium","low_medium","D","0015f00000UhBoAAAV"
9307,1016,202301,"high","low","high_low","C","0015f00000UhFS5AAN"
9378,1016,202301,"low","medium","low_medium","D","0015f00000UhOUZAA3"
9398,1016,202301,"low","medium","low_medium","D","0015f00000UhRAoAAN"
9423,1016,202301,"low","medium","low_medium","D","0015f00000UhU4RAAV"
9523,1016,202301,"low","medium","low_medium","D","0015f00000Uhk80AAB"
9651,1016,202301,"high","high","high_high","A","0015f00000UiEKxAAN"
9784,1016,202301,"low","high","low_high","C","0015f00000UicMIAAZ"
9834,1016,202301,"low","high","low_high","C","0015f00000Uinf0AAB"
9954,1016,202301,"low","low","low_low","E","0015f00000UjW6BAAV"
10028,1016,202301,"low","low","low_low","E","0015f00000UkAiTAAV"
10050,1016,202301,"low","low","low_low","E","0015f00000UkRbSAAV"
10082,1016,202301,"low","low","low_low","E","0015f00000UklSBAAZ"
11481,1016,202301,"low","low","low_low","E","0015f00000TdBlzAAF"
11633,1016,202301,"low","low","low_low","E","0015f00000TdHpQAAV"
11885,1016,202301,"low","low","low_low","E","0015f00000TdSORAA3"
12016,1016,202301,"low","low","low_low","E","0015f00000TdWrHAAV"
12105,1016,202301,"low","low","low_low","E","0015f00000TdbnTAAR"
12307,1016,202301,"low","low","low_low","E","0015f00000Tdv5XAAR"
13169,1016,202301,"low","low","low_low","E","0015f00000UXpxSAAT"
13362,1016,202301,"low","low","low_low","E","0015f00000UYUKfAAP"
13514,1016,202301,"medium","medium","medium_medium","C","0015f00000UYwbCAAT"
13568,1016,202301,"medium","medium","medium_medium","C","0015f00000UYzQqAAL"
13574,1016,202301,"low","medium","low_medium","D","0015f00000UYzqwAAD"
13647,1016,202301,"low","low","low_low","E","0015f00000UZ4fpAAD"
13752,1016,202301,"low","low","low_low","E","0015f00000UZAaRAAX"
14234,1016,202301,"low","low","low_low","E","0015f00000UZPCsAAP"
14639,1016,202301,"low","medium","low_medium","D","0015f00000UZaCNAA1"
14698,1016,202301,"low","low","low_low","E","0015f00000UZbhUAAT"
14809,1016,202301,"low","low","low_low","E","0015f00000UZeuSAAT"
14914,1016,202301,"low","low","low_low","E","0015f00000UZiS7AAL"
14971,1016,202301,"low","low","low_low","E","0015f00000UZkGBAA1"
14983,1016,202301,"low","medium","low_medium","D","0015f00000UZkdRAAT"
15173,1016,202301,"low","medium","low_medium","D","0015f00000UZuqNAAT"
15178,1016,202301,"low","medium","low_medium","D","0015f00000UZvTSAA1"
15202,1016,202301,"low","high","low_high","C","0015f00000UZzWFAA1"
15228,1016,202301,"low","medium","low_medium","D","0015f00000Ua3PEAAZ"
15245,1016,202301,"low","medium","low_medium","D","0015f00000Ua6FOAAZ"
15296,1016,202301,"low","medium","low_medium","D","0015f00000UaEV5AAN"
15334,1016,202301,"low","medium","low_medium","D","0015f00000UaJfcAAF"
15336,1016,202301,"low","medium","low_medium","D","0015f00000UaKKHAA3"
15344,1016,202301,"low","medium","low_medium","D","0015f00000UaMAwAAN"
15377,1016,202301,"medium","high","medium_high","B","0015f00000UaPKXAA3"
15391,1016,202301,"low","medium","low_medium","D","0015f00000UaQvdAAF"
15393,1016,202301,"low","medium","low_medium","D","0015f00000UaR6VAAV"
15431,1016,202301,"low","medium","low_medium","D","0015f00000UaWNjAAN"
15442,1016,202301,"medium","low","medium_low","D","0015f00000UaXMAAA3"
15450,1016,202301,"low","medium","low_medium","D","0015f00000UaYrfAAF"
15459,1016,202301,"low","medium","low_medium","D","0015f00000UaZk7AAF"
15584,1016,202301,"low","medium","low_medium","D","0015f00000Uao6bAAB"
15710,1016,202301,"low","medium","low_medium","D","0015f00000Ub50ZAAR"
15732,1016,202301,"low","medium","low_medium","D","0015f00000Ub7K6AAJ"
15738,1016,202301,"low","medium","low_medium","D","0015f00000Ub7fDAAR"
15759,1016,202301,"low","medium","low_medium","D","0015f00000UbADjAAN"
15817,1016,202301,"low","medium","low_medium","D","0015f00000UbHwdAAF"
15920,1016,202301,"medium","medium","medium_medium","C","0015f00000UbVTEAA3"
15921,1016,202301,"high","low","high_low","C","0015f00000UbVUJAA3"
16014,1016,202301,"low","medium","low_medium","D","0015f00000UbhPiAAJ"
16027,1016,202301,"low","medium","low_medium","D","0015f00000UbioAAAR"
16044,1016,202301,"low","medium","low_medium","D","0015f00000UblYLAAZ"
16060,1016,202301,"low","medium","low_medium","D","0015f00000UbnkOAAR"
16087,1016,202301,"low","medium","low_medium","D","0015f00000UbrVzAAJ"
16302,1016,202301,"low","medium","low_medium","D","0015f00000UcHe8AAF"
16350,1016,202301,"low","medium","low_medium","D","0015f00000UcMJdAAN"
16366,1016,202301,"low","high","low_high","C","0015f00000UcO57AAF"
16376,1016,202301,"low","medium","low_medium","D","0015f00000UcPnXAAV"
16393,1016,202301,"high","low","high_low","C","0015f00000UcRGrAAN"
16524,1016,202301,"medium","medium","medium_medium","C","0015f00000Uck2HAAR"
16623,1016,202301,"low","high","low_high","C","0015f00000UcuorAAB"
16662,1016,202301,"low","medium","low_medium","D","0015f00000UczapAAB"
16727,1016,202301,"high","high","high_high","A","0015f00000Ud9lbAAB"
16753,1016,202301,"low","medium","low_medium","D","0015f00000UdCytAAF"
16776,1016,202301,"medium","medium","medium_medium","C","0015f00000UdFWbAAN"
16890,1016,202301,"low","medium","low_medium","D","0015f00000UdTOqAAN"
16999,1016,202301,"low","medium","low_medium","D","0015f00000UdfugAAB"
17027,1016,202301,"medium","high","medium_high","B","0015f00000Udj9xAAB"
17070,1016,202301,"medium","low","medium_low","D","0015f00000UdohMAAR"
17071,1016,202301,"low","medium","low_medium","D","0015f00000UdoijAAB"
17072,1016,202301,"medium","medium","medium_medium","C","0015f00000UdojRAAR"
17078,1016,202301,"low","medium","low_medium","D","0015f00000UdpX2AAJ"
17144,1016,202301,"high","medium","high_medium","B","0015f00000UdwOAAAZ"
17170,1016,202301,"low","medium","low_medium","D","0015f00000Ue09gAAB"
17208,1016,202301,"low","medium","low_medium","D","0015f00000Ue4auAAB"
17237,1016,202301,"low","high","low_high","C","0015f00000Ue8RlAAJ"
17258,1016,202301,"low","medium","low_medium","D","0015f00000UeAf9AAF"
17265,1016,202301,"low","medium","low_medium","D","0015f00000UeBdSAAV"
17389,1016,202301,"low","high","low_high","C","0015f00000UeR9QAAV"
17411,1016,202301,"low","high","low_high","C","0015f00000UeUTAAA3"
17454,1016,202301,"low","medium","low_medium","D","0015f00000UeZa6AAF"
17468,1016,202301,"low","high","low_high","C","0015f00000UecDrAAJ"
17510,1016,202301,"low","high","low_high","C","0015f00000UegxcAAB"
17512,1016,202301,"high","medium","high_medium","B","0015f00000Ueh6XAAR"
17573,1016,202301,"low","low","low_low","E","0015f00000UeqfSAAR"
17580,1016,202301,"low","medium","low_medium","D","0015f00000UerAhAAJ"
17612,1016,202301,"low","high","low_high","C","0015f00000UewHOAAZ"
17640,1016,202301,"low","high","low_high","C","0015f00000UeyfcAAB"
17651,1016,202301,"low","high","low_high","C","0015f00000UezdxAAB"
17674,1016,202301,"low","medium","low_medium","D","0015f00000Uf2V7AAJ"
17687,1016,202301,"low","high","low_high","C","0015f00000Uf3wxAAB"
17761,1016,202301,"medium","high","medium_high","B","0015f00000UfEQQAA3"
17797,1016,202301,"low","medium","low_medium","D","0015f00000UfIsQAAV"
17807,1016,202301,"low","medium","low_medium","D","0015f00000UfK3zAAF"
17848,1016,202301,"low","medium","low_medium","D","0015f00000UfPyQAAV"
17916,1016,202301,"low","low","low_low","E","0015f00000UfXcDAAV"
17942,1016,202301,"medium","low","medium_low","D","0015f00000UfaIxAAJ"
18028,1016,202301,"low","high","low_high","C","0015f00000UflQRAAZ"
18029,1016,202301,"medium","medium","medium_medium","C","0015f00000UflbFAAR"
18031,1016,202301,"low","high","low_high","C","0015f00000UfliPAAR"
18128,1016,202301,"low","medium","low_medium","D","0015f00000UfzlaAAB"
18142,1016,202301,"low","low","low_low","E","0015f00000Ug25BAAR"
18185,1016,202301,"low","low","low_low","E","0015f00000Ug6rcAAB"
18286,1016,202301,"low","medium","low_medium","D","0015f00000UgIWVAA3"
18307,1016,202301,"low","low","low_low","E","0015f00000UgLhWAAV"
18343,1016,202301,"low","medium","low_medium","D","0015f00000UgQtjAAF"
18920,1016,202301,"low","high","low_high","C","0015f00000UhZ5vAAF"
19120,1016,202301,"low","low","low_low","E","0015f00000UiCetAAF"
19187,1016,202301,"low","low","low_low","E","0015f00000UiQCFAA3"
19196,1016,202301,"low","low","low_low","E","0015f00000UiS6UAAV"
19265,1016,202301,"low","low","low_low","E","0015f00000UicWzAAJ"
19308,1016,202301,"low","low","low_low","E","0015f00000UilODAAZ"
19334,1016,202301,"low","low","low_low","E","0015f00000Uisj0AAB"
19356,1016,202301,"low","low","low_low","E","0015f00000Uj0OmAAJ"
19397,1016,202301,"low","low","low_low","E","0015f00000UjLuHAAV"
19409,1016,202301,"low","low","low_low","E","0015f00000UjTWWAA3"
19445,1016,202301,"low","low","low_low","E","0015f00000Ujk7UAAR"
19447,1016,202301,"low","low","low_low","E","0015f00000UjknAAAR"
19473,1016,202301,"low","low","low_low","E","0015f00000Uk3jSAAR"
19531,1016,202301,"low","low","low_low","E","0015f00000UkZPdAAN"
20939,1016,202301,"low","low","low_low","E","0015f00000TdCEHAA3"
21217,1016,202301,"low","low","low_low","E","0015f00000TdLgwAAF"
21238,1016,202301,"low","low","low_low","E","0015f00000TdMNfAAN"
21412,1016,202301,"low","low","low_low","E","0015f00000TdTNoAAN"
21493,1016,202301,"low","low","low_low","E","0015f00000TdWr0AAF"
21671,1016,202301,"low","low","low_low","E","0015f00000TdgQ5AAJ"
21902,1016,202301,"low","low","low_low","E","0015f00000Te9Q4AAJ"
21979,1016,202301,"low","low","low_low","E","0015f00000TeNI2AAN"
22045,1016,202301,"low","low","low_low","E","0015f00000TedghAAB"
22842,1016,202301,"medium","low","medium_low","D","0015f00000UYdEWAA1"
22861,1016,202301,"low","medium","low_medium","D","0015f00000UYhehAAD"
22879,1016,202301,"medium","medium","medium_medium","C","0015f00000UYkwPAAT"
22979,1016,202301,"low","low","low_low","E","0015f00000UYwCxAAL"
23063,1016,202301,"low","low","low_low","E","0015f00000UZ1EMAA1"
23130,1016,202301,"low","low","low_low","E","0015f00000UZ4yXAAT"
23149,1016,202301,"low","low","low_low","E","0015f00000UZ5nRAAT"
23251,1016,202301,"low","low","low_low","E","0015f00000UZ9wGAAT"
23310,1016,202301,"low","low","low_low","E","0015f00000UZDZZAA5"
23525,1016,202301,"low","low","low_low","E","0015f00000UZKasAAH"
23615,1016,202301,"low","low","low_low","E","0015f00000UZN26AAH"
23618,1016,202301,"low","low","low_low","E","0015f00000UZN76AAH"
23695,1016,202301,"low","low","low_low","E","0015f00000UZP1JAAX"
23817,1016,202301,"low","low","low_low","E","0015f00000UZS16AAH"
23818,1016,202301,"low","low","low_low","E","0015f00000UZS6JAAX"
23831,1016,202301,"low","low","low_low","E","0015f00000UZSSRAA5"
23853,1016,202301,"low","low","low_low","E","0015f00000UZSstAAH"
24050,1016,202301,"low","low","low_low","E","0015f00000UZYNwAAP"
24110,1016,202301,"low","medium","low_medium","D","0015f00000UZaQdAAL"
24150,1016,202301,"low","low","low_low","E","0015f00000UZcejAAD"
24217,1016,202301,"low","low","low_low","E","0015f00000UZeNBAA1"
24422,1016,202301,"low","low","low_low","E","0015f00000UZlYtAAL"
24507,1016,202301,"low","high","low_high","C","0015f00000UZpCoAAL"
24537,1016,202301,"low","low","low_low","E","0015f00000UZs0iAAD"
24570,1016,202301,"low","medium","low_medium","D","0015f00000UZyBMAA1"
24586,1016,202301,"low","medium","low_medium","D","0015f00000Ua12XAAR"
24646,1016,202301,"medium","medium","medium_medium","C","0015f00000Ua9F4AAJ"
24670,1016,202301,"low","low","low_low","E","0015f00000UaDEXAA3"
24671,1016,202301,"high","low","high_low","C","0015f00000UaDKeAAN"
24701,1016,202301,"low","medium","low_medium","D","0015f00000UaHq6AAF"
24734,1016,202301,"low","low","low_low","E","0015f00000UaMNVAA3"
24834,1016,202301,"low","medium","low_medium","D","0015f00000UaXUVAA3"
24895,1016,202301,"low","medium","low_medium","D","0015f00000UagPLAAZ"
24906,1016,202301,"low","medium","low_medium","D","0015f00000Uahh6AAB"
24952,1016,202301,"low","medium","low_medium","D","0015f00000Uan5OAAR"
25010,1016,202301,"high","low","high_low","C","0015f00000UavFqAAJ"
25028,1016,202301,"low","medium","low_medium","D","0015f00000UayrzAAB"
25035,1016,202301,"high","medium","high_medium","B","0015f00000Uazd4AAB"
25043,1016,202301,"low","medium","low_medium","D","0015f00000Ub0kgAAB"
25090,1016,202301,"low","medium","low_medium","D","0015f00000Ub6WXAAZ"
25181,1016,202301,"low","medium","low_medium","D","0015f00000UbIqjAAF"
25357,1016,202301,"medium","medium","medium_medium","C","0015f00000UbgzoAAB"
25359,1016,202301,"low","medium","low_medium","D","0015f00000Ubh8JAAR"
25544,1016,202301,"low","medium","low_medium","D","0015f00000Uc5VtAAJ"
25605,1016,202301,"medium","low","medium_low","D","0015f00000UcEpDAAV"
25670,1016,202301,"high","low","high_low","C","0015f00000UcNtPAAV"
25686,1016,202301,"low","high","low_high","C","0015f00000UcQ52AAF"
25707,1016,202301,"low","medium","low_medium","D","0015f00000UcTPqAAN"
25839,1016,202301,"medium","high","medium_high","B","0015f00000UcjzXAAR"
25847,1016,202301,"low","medium","low_medium","D","0015f00000Ucm7HAAR"
25874,1016,202301,"medium","low","medium_low","D","0015f00000UcqchAAB"
25980,1016,202301,"low","medium","low_medium","D","0015f00000Ud4avAAB"
26161,1016,202301,"low","medium","low_medium","D","0015f00000UdUYXAA3"
26182,1016,202301,"low","medium","low_medium","D","0015f00000UdWbBAAV"
26183,1016,202301,"low","high","low_high","C","0015f00000UdWcdAAF"
26259,1016,202301,"high","medium","high_medium","B","0015f00000UdhdVAAR"
26279,1016,202301,"medium","medium","medium_medium","C","0015f00000Udk14AAB"
26301,1016,202301,"medium","medium","medium_medium","C","0015f00000Udnr6AAB"
26328,1016,202301,"medium","low","medium_low","D","0015f00000UdrKRAAZ"
26381,1016,202301,"low","medium","low_medium","D","0015f00000UdwZBAAZ"
26402,1016,202301,"low","medium","low_medium","D","0015f00000Udz74AAB"
26426,1016,202301,"low","high","low_high","C","0015f00000Ue3CFAAZ"
26459,1016,202301,"low","medium","low_medium","D","0015f00000Ue69GAAR"
26584,1016,202301,"low","medium","low_medium","D","0015f00000UeMU9AAN"
26624,1016,202301,"low","medium","low_medium","D","0015f00000UeQPJAA3"
26625,1016,202301,"low","medium","low_medium","D","0015f00000UeQTUAA3"
26628,1016,202301,"low","medium","low_medium","D","0015f00000UeQzUAAV"
26643,1016,202301,"low","medium","low_medium","D","0015f00000UeSYzAAN"
26716,1016,202301,"high","low","high_low","C","0015f00000Uec9eAAB"
26739,1016,202301,"low","high","low_high","C","0015f00000Uef0hAAB"
26784,1016,202301,"low","medium","low_medium","D","0015f00000UekOTAAZ"
26789,1016,202301,"high","high","high_high","A","0015f00000UekljAAB"
26793,1016,202301,"low","medium","low_medium","D","0015f00000Uel15AAB"
26845,1016,202301,"low","medium","low_medium","D","0015f00000UeskZAAR"
26891,1016,202301,"low","medium","low_medium","D","0015f00000UezXwAAJ"
26980,1016,202301,"low","medium","low_medium","D","0015f00000UfAN1AAN"
26995,1016,202301,"low","medium","low_medium","D","0015f00000UfCWlAAN"
27003,1016,202301,"low","medium","low_medium","D","0015f00000UfDeOAAV"
27006,1016,202301,"low","medium","low_medium","D","0015f00000UfEPIAA3"
27037,1016,202301,"low","medium","low_medium","D","0015f00000UfJSRAA3"
27073,1016,202301,"low","medium","low_medium","D","0015f00000UfNHDAA3"
27121,1016,202301,"medium","medium","medium_medium","C","0015f00000UfTdWAAV"
27128,1016,202301,"low","high","low_high","C","0015f00000UfUnyAAF"
27139,1016,202301,"medium","high","medium_high","B","0015f00000UfW0IAAV"
27181,1016,202301,"low","low","low_low","E","0015f00000UfbNUAAZ"
27184,1016,202301,"low","medium","low_medium","D","0015f00000UfboXAAR"
27220,1016,202301,"medium","medium","medium_medium","C","0015f00000Ufh6CAAR"
27224,1016,202301,"low","medium","low_medium","D","0015f00000UfhdeAAB"
27295,1016,202301,"low","medium","low_medium","D","0015f00000UfrixAAB"
27303,1016,202301,"low","high","low_high","C","0015f00000Ufsp2AAB"
27340,1016,202301,"medium","medium","medium_medium","C","0015f00000UfxpcAAB"
27354,1016,202301,"high","medium","high_medium","B","0015f00000Ug097AAB"
27413,1016,202301,"low","medium","low_medium","D","0015f00000Ug98lAAB"
27422,1016,202301,"low","medium","low_medium","D","0015f00000Ug9rSAAR"
27715,1016,202301,"low","medium","low_medium","D","0015f00000UgisOAAR"
27733,1016,202301,"high","medium","high_medium","B","0015f00000UgkxnAAB"
27838,1016,202301,"high","low","high_low","C","0015f00000Uh0S2AAJ"
27909,1016,202301,"low","medium","low_medium","D","0015f00000Uh8GoAAJ"
28017,1016,202301,"low","medium","low_medium","D","0015f00000UhLmxAAF"
28039,1016,202301,"low","high","low_high","C","0015f00000UhNynAAF"
28147,1016,202301,"low","low","low_low","E","0015f00000UhcMYAAZ"
28418,1016,202301,"low","low","low_low","E","0015f00000UiWlpAAF"
28505,1016,202301,"low","low","low_low","E","0015f00000UirnRAAR"
28550,1016,202301,"low","low","low_low","E","0015f00000Uj6JaAAJ"
28603,1016,202301,"low","low","low_low","E","0015f00000UjfvBAAR"
28612,1016,202301,"low","low","low_low","E","0015f00000UjkdeAAB"
28627,1016,202301,"low","low","low_low","E","0015f00000UjqgJAAR"
28637,1016,202301,"low","low","low_low","E","0015f00000Ujw01AAB"
28639,1016,202301,"low","low","low_low","E","0015f00000UjzICAAZ"
28647,1016,202301,"low","low","low_low","E","0015f00000Uk4sxAAB"
28654,1016,202301,"low","low","low_low","E","0015f00000Uk7r2AAB"
28973,1016,202301,"low","medium","low_medium","D","0015f00000UnEQ7AAN"
29270,1016,202301,"low","low","low_low","E","0015f00000TcEXRAA3"
30059,1016,202301,"low","low","low_low","E","0015f00000TdCAAAA3"
30147,1016,202301,"low","low","low_low","E","0015f00000TdEoiAAF"
30371,1016,202301,"low","low","low_low","E","0015f00000TdORXAA3"
30488,1016,202301,"low","low","low_low","E","0015f00000TdT4DAAV"
30581,1016,202301,"low","low","low_low","E","0015f00000TdXx2AAF"
30609,1016,202301,"low","low","low_low","E","0015f00000TdZ8MAAV"
30659,1016,202301,"low","low","low_low","E","0015f00000Tdcy7AAB"
30701,1016,202301,"low","low","low_low","E","0015f00000Tdf5wAAB"
31117,1016,202301,"low","low","low_low","E","0015f00000TebgvAAB"
31951,1016,202301,"low","medium","low_medium","D","0015f00000UYas1AAD"
32030,1016,202301,"low","medium","low_medium","D","0015f00000UYqreAAD"
32046,1016,202301,"low","medium","low_medium","D","0015f00000UYtNjAAL"
32076,1016,202301,"low","low","low_low","E","0015f00000UYvYnAAL"
32087,1016,202301,"medium","low","medium_low","D","0015f00000UYw4SAAT"
32279,1016,202301,"low","low","low_low","E","0015f00000UZ7QHAA1"
32628,1016,202301,"low","low","low_low","E","0015f00000UZKKEAA5"
32633,1016,202301,"low","low","low_low","E","0015f00000UZKPaAAP"
32724,1016,202301,"low","low","low_low","E","0015f00000UZMlUAAX"
32882,1016,202301,"low","low","low_low","E","0015f00000UZQPBAA5"
33028,1016,202301,"low","low","low_low","E","0015f00000UZToQAAX"
33347,1016,202301,"low","low","low_low","E","0015f00000UZcMlAAL"
33431,1016,202301,"low","low","low_low","E","0015f00000UZfX3AAL"
33485,1016,202301,"low","medium","low_medium","D","0015f00000UZhOyAAL"
33494,1016,202301,"low","low","low_low","E","0015f00000UZhaoAAD"
33549,1016,202301,"low","low","low_low","E","0015f00000UZjIKAA1"
33640,1016,202301,"low","medium","low_medium","D","0015f00000UZmn0AAD"
33694,1016,202301,"medium","low","medium_low","D","0015f00000UZpV0AAL"
33717,1016,202301,"high","low","high_low","C","0015f00000UZrWwAAL"
33744,1016,202301,"low","medium","low_medium","D","0015f00000UZwkpAAD"
